time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-16T17:30:24.090Z,33.595,-116.8086667,6.13,0.27,ml,12,145,0.03722,0.08,ci,ci39665384,2020-10-16T18:20:15.519Z,earthquake,0.25,0.42,0.087,3,reviewed,ci,ci
2020-10-16T17:20:43.390Z,19.23950005,-155.3876648,29.42000008,1.79999995,md,37,197,,0.100000001,hv,hv72183371,2020-10-16T17:23:45.210Z,earthquake,0.71,0.829999983,0.899999976,3,automatic,hv,hv
2020-10-16T17:11:00.500Z,19.23683357,-155.3921661,29.45999908,2.04999995,md,46,142,,0.119999997,hv,hv72183366,2020-10-16T17:14:08.970Z,earthquake,0.69,1.05999994,0.340000004,13,automatic,hv,hv
2020-10-16T17:05:56.220Z,37.645,-118.9773333,3.16,0.17,md,10,95,0.03055,0.03,nc,nc73471531,2020-10-16T21:06:04.100Z,earthquake,0.43,0.82,0.332,8,reviewed,nc,nc
2020-10-16T17:05:35.522Z,61.4545,-144.7364,13.8,1.1,ml,,,,0.72,ak,ak020dbw053u,2020-10-16T20:54:56.174Z,earthquake,,0.3,,,reviewed,ak,ak
2020-10-16T17:04:41.680Z,37.641,-118.9756667,4.08,0.94,md,17,81,0.01826,0.02,nc,nc73471521,2020-10-16T21:39:07.324Z,earthquake,0.34,0.78,0.195,14,reviewed,nc,nc
2020-10-16T16:59:07.190Z,35.3798333,-118.6575,7.37,1.57,ml,35,58,0.1506,0.15,ci,ci39665376,2020-10-16T20:03:44.838Z,earthquake,0.2,0.89,0.22,21,reviewed,ci,ci
2020-10-16T16:58:25.504Z,39.6642,-119.9284,7.2,0.1,ml,4,120.59,0.062,0.0779,nn,nn00779041,2020-10-17T02:27:19.007Z,earthquake,,5.3,0.52,2,reviewed,nn,nn
2020-10-16T16:55:04.050Z,33.6328333,-116.6873333,14.34,0.74,ml,15,76,0.0377,0.11,ci,ci39665368,2020-10-16T19:45:44.514Z,earthquake,0.3,0.59,0.142,6,reviewed,ci,ci
2020-10-16T16:54:52.520Z,38.1377,-118.0197,7.8,1.1,ml,17,126.84,0.036,0.06,nn,nn00778992,2020-10-16T17:02:27.973Z,earthquake,,1.1,,,automatic,nn,nn
2020-10-16T16:54:43.600Z,33.6335,-116.6811667,13.71,0.97,ml,28,72,0.03584,0.07,ci,ci39665360,2020-10-16T19:26:36.447Z,earthquake,0.14,0.27,0.156,23,reviewed,ci,ci
2020-10-16T16:54:39.270Z,33.6318333,-116.6815,13.5,0.68,ml,12,97,0.07272,0.07,ci,ci37303164,2020-10-16T19:41:37.033Z,earthquake,0.26,0.47,0.136,6,reviewed,ci,ci
2020-10-16T16:48:03.890Z,38.2025,-117.7215,11.2,1.3,ml,16,144,0.034,0.08,nn,nn00778989,2020-10-16T16:55:48.897Z,earthquake,,1.4,,,automatic,nn,nn
2020-10-16T16:44:58.919Z,65.6972,-154.911,0.8,1.7,ml,,,,0.6,ak,ak020dbvn4xv,2020-10-16T16:48:06.453Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T16:37:05.150Z,35.7366667,-117.5388333,6.57,0.92,ml,22,69,0.09221,0.13,ci,ci39665352,2020-10-16T19:20:09.399Z,earthquake,0.19,0.74,0.217,11,reviewed,ci,ci
2020-10-16T16:32:40.619Z,36.66033333,-98.796,7.6,2.03,ml,32,75,0.112477928,0.15,ok,ok2020ujhd,2020-10-16T16:45:56.104Z,earthquake,,0.4,0.19,9,reviewed,ok,ok
2020-10-16T16:32:13.460Z,58.4195,-154.7601667,6.34,0.07,ml,8,155,,0.2,av,av91009823,2020-10-17T00:14:07.000Z,earthquake,1.03,0.74,0.293894392,8,reviewed,av,av
2020-10-16T16:29:11.080Z,35.9066667,-117.69,7.78,-0.28,ml,12,73,0.05222,0.07,ci,ci39665336,2020-10-16T20:27:24.240Z,earthquake,0.17,0.44,0.109,4,reviewed,ci,ci
2020-10-16T16:25:57.515Z,60.646,-151.8838,77.7,1.5,ml,,,,0.8,ak,ak020dbvj29j,2020-10-16T16:36:55.226Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T16:13:51.521Z,68.4723,-148.106,6.4,1.5,ml,,,,0.64,ak,ak020dbvgh69,2020-10-16T16:28:34.138Z,earthquake,,1,,,automatic,ak,ak
2020-10-16T16:13:46.280Z,33.6008333,-116.8073333,5.83,0.65,ml,30,50,0.03678,0.12,ci,ci39665320,2020-10-16T19:15:12.800Z,earthquake,0.18,0.36,0.142,16,reviewed,ci,ci
2020-10-16T16:12:59.600Z,38.1847,-117.8692,6.9,0.8,ml,12,120.12,0.026,0.11,nn,nn00778986,2020-10-16T16:27:29.276Z,earthquake,,1.5,,,automatic,nn,nn
2020-10-16T16:04:31.060Z,38.1707,-117.9003,11.7,1.1,ml,14,111.91,0.028,0.09,nn,nn00778983,2020-10-16T16:14:27.074Z,earthquake,,2,,,automatic,nn,nn
2020-10-16T16:01:28.049Z,60.1464,-151.2165,59.3,1.4,ml,,,,0.47,ak,ak020dbvdurr,2020-10-16T16:06:41.877Z,earthquake,,1.1,,,automatic,ak,ak
2020-10-16T15:59:46.870Z,33.7638333,-116.1835,6.28,0.55,ml,12,105,0.04564,0.11,ci,ci39665296,2020-10-16T20:23:28.048Z,earthquake,0.37,0.63,0.209,4,reviewed,ci,ci
2020-10-16T15:44:38.000Z,36.1255,-117.8471667,1.96,1.47,ml,30,53,0.01006,0.14,ci,ci39665288,2020-10-16T19:16:47.889Z,earthquake,0.14,0.14,0.272,16,reviewed,ci,ci
2020-10-16T15:42:27.634Z,39.6774,-119.9271,5.4,0.3,ml,6,99.12,0.075,0.1237,nn,nn00779040,2020-10-17T02:27:17.740Z,earthquake,,4.9,0.34,3,reviewed,nn,nn
2020-10-16T15:33:41.016Z,61.2947,-152.2626,9.5,0.1,ml,,,,0.17,ak,ak020dbuzb2t,2020-10-16T21:47:12.960Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T15:29:22.333Z,39.6749,-119.9258,5.8,1.1,ml,12,76.62,0.073,0.124,nn,nn00778981,2020-10-17T02:27:04.883Z,earthquake,,2.2,0.28,8,reviewed,nn,nn
2020-10-16T15:25:23.814Z,39.6782,-119.9217,7.1,2.3,ml,26,76.17,0.077,0.1682,nn,nn00778979,2020-10-17T02:27:03.093Z,earthquake,,1.1,0.27,9,reviewed,nn,nn
2020-10-16T15:13:56.440Z,38.8428345,-122.8143311,0.92,0.74,md,14,63,0.01375,0.03,nc,nc73471501,2020-10-16T15:15:33.778Z,earthquake,0.24,0.6,,1,automatic,nc,nc
2020-10-16T15:12:53.880Z,38.8433342,-122.8144989,1.11,0.57,md,8,74,0.01325,0.01,nc,nc73471491,2020-10-16T15:49:04.101Z,earthquake,0.3,0.99,,1,automatic,nc,nc
2020-10-16T15:11:37.220Z,38.2085,-117.8485,11.1,0.6,ml,11,114.13,0.021,0.07,nn,nn00778976,2020-10-16T15:15:06.387Z,earthquake,,4.1,,,automatic,nn,nn
2020-10-16T15:11:04.810Z,38.8434982,-122.8151703,1.14,0.74,md,6,86,0.01285,0.01,nc,nc73471481,2020-10-16T16:08:05.207Z,earthquake,0.44,1.33,,1,automatic,nc,nc
2020-10-16T15:08:36.014Z,63.5642,-151.0781,2.5,0.9,ml,,,,0.52,ak,ak020dbutxsh,2020-10-16T15:28:07.851Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T15:05:24.090Z,59.36383333,-153.4266667,-1.2,0.26,ml,5,247,,0.23,av,av91009813,2020-10-17T00:08:36.940Z,earthquake,0.38,0.52,0.449618977,5,reviewed,av,av
2020-10-16T15:03:45.310Z,59.37333333,-153.4213333,-1.2,0.91,ml,7,265,,0.27,av,av91009808,2020-10-17T00:05:24.370Z,earthquake,0.4,0.43,0.186249109,6,reviewed,av,av
2020-10-16T15:01:19.230Z,58.41683333,-154.7545,6.5,-0.22,ml,6,162,,0.18,av,av91009803,2020-10-16T23:58:43.080Z,earthquake,1.16,0.83,0.239050041,6,reviewed,av,av
2020-10-16T14:40:49.310Z,33.666,-116.742,14.14,0.35,ml,25,105,0.05068,0.1,ci,ci39665232,2020-10-16T19:09:26.086Z,earthquake,0.17,0.33,0.17,13,reviewed,ci,ci
2020-10-16T14:34:02.840Z,38.1689,-117.8293,3.3,2.2,ml,28,52.85,0.034,0.1313,nn,nn00778972,2020-10-17T02:26:59.804Z,earthquake,,0.8,0.38,14,reviewed,nn,nn
2020-10-16T14:24:52.176Z,62.9557,-151.109,23,1.5,ml,,,,0.45,ak,ak020dbubyw2,2020-10-16T15:11:26.049Z,earthquake,,1.2,,,automatic,ak,ak
2020-10-16T14:23:22.250Z,37.635,-118.9223333,6.07,0.57,md,21,53,0.01782,0.03,nc,nc73471466,2020-10-16T17:13:04.567Z,earthquake,0.25,0.58,0.17,16,reviewed,nc,nc
2020-10-16T14:19:03.640Z,36.1238333,-117.8411667,1.91,1.82,ml,19,84,0.01272,0.17,ci,ci39665216,2020-10-16T14:32:32.882Z,earthquake,0.32,0.27,0.225,25,reviewed,ci,ci
2020-10-16T14:05:57.140Z,36.36583333,-97.34566667,6.68,1.74,ml,95,36,0,0.25,ok,ok2020ujcg,2020-10-16T14:16:54.031Z,earthquake,,0.5,0.23,41,reviewed,ok,ok
2020-10-16T14:04:31.473Z,67.0924,-146.6966,11.8,2.2,ml,,,,0.87,ak,ak020dbu7myx,2020-10-16T14:28:21.462Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T14:01:30.590Z,35.5691667,-117.4475,10.83,0.06,ml,6,190,0.02104,0.14,ci,ci39665184,2020-10-16T17:44:34.847Z,earthquake,2.21,0.72,0.12,3,reviewed,ci,ci
2020-10-16T13:28:53.326Z,66.2854,-157.2137,0,2.4,ml,,,,0.87,ak,ak020dbtre9m,2020-10-16T14:07:59.145Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T13:19:55.350Z,51.85266667,-177.8083333,2.73,1.39,ml,4,252,,0.08,av,av91132821,2020-10-16T21:35:29.970Z,earthquake,0.6,1.03,0.149747743,4,reviewed,av,av
2020-10-16T13:14:12.680Z,33.3855,-116.3435,8.35,0.84,ml,28,131,0.06186,0.14,ci,ci39665120,2020-10-16T19:05:40.325Z,earthquake,0.26,0.65,0.13,19,reviewed,ci,ci
2020-10-16T13:10:21.580Z,34.0766667,-117.8198333,4.7,1.87,ml,74,28,0.01844,0.19,ci,ci39665104,2020-10-17T02:40:19.614Z,earthquake,0.14,0.29,0.147,24,reviewed,ci,ci
2020-10-16T13:03:37.523Z,59.9411,-151.4297,46.8,1.9,ml,,,,0.65,ak,ak020dbtm03z,2020-10-16T13:08:32.892Z,earthquake,,0.8,,,automatic,ak,ak
2020-10-16T12:59:49.179Z,36.31433333,-98.15683333,5.88,1.34,ml,57,79,0.035992937,0.29,ok,ok2020ujac,2020-10-16T13:14:41.304Z,earthquake,,0.6,0.21,19,reviewed,ok,ok
2020-10-16T12:59:20.390Z,38.142,-117.834,0,1.6,ml,18,72.96,0.021,0.04,nn,nn00778970,2020-10-16T14:34:50.352Z,earthquake,,0.4,,,automatic,nn,nn
2020-10-16T12:52:22.640Z,46.942,-114.4353333,12.34,0.54,md,11,129,0.088,0.07,mb,mb80470464,2020-10-16T13:48:41.500Z,earthquake,0.37,0.66,0.03,7,reviewed,mb,mb
2020-10-16T12:47:54.610Z,18.0026,-66.841,14,2.8,md,19,141,0.0471,0.22,pr,pr2020290010,2020-10-16T13:13:30.757Z,earthquake,0.51,0.56,0.22,13,reviewed,pr,pr
2020-10-16T12:47:37.070Z,34.4586667,-117.9286667,9,2.11,ml,73,25,0.06881,0.14,ci,ci39665088,2020-10-16T18:49:57.200Z,earthquake,0.1,0.27,0.133,23,reviewed,ci,ci
2020-10-16T12:45:20.250Z,19.37249947,-155.2315063,0.620000005,1.94,ml,23,91,,0.129999995,hv,hv72183086,2020-10-16T12:50:51.230Z,earthquake,0.29,0.239999995,0.19,12,automatic,hv,hv
2020-10-16T12:35:58.480Z,33.6923333,-117.4045,8.89,0.53,ml,12,80,0.04674,0.08,ci,ci39665072,2020-10-16T17:37:28.818Z,earthquake,0.19,0.37,0.127,7,reviewed,ci,ci
2020-10-16T12:25:34.039Z,36.36383333,-97.34466667,7.75,2.81,ml,93,36,0,0.24,ok,ok2020uiyz,2020-10-17T03:19:09.949Z,earthquake,,0.6,0.26,39,reviewed,ok,ok
2020-10-16T12:24:53.290Z,38.8076668,-122.8141632,1.57,0.95,md,16,67,0.01179,0.03,nc,nc73471451,2020-10-16T13:24:05.225Z,earthquake,0.26,0.43,0.47,3,automatic,nc,nc
2020-10-16T12:16:21.150Z,19.23166656,-155.3868408,28.43000031,1.99000001,md,39,155,,0.119999997,hv,hv72183051,2020-10-16T12:19:34.060Z,earthquake,0.58,0.800000012,0.930000007,11,automatic,hv,hv
2020-10-16T12:15:04.010Z,19.23950005,-155.3868408,30.23999977,2.0999999,md,43,142,,0.140000001,hv,hv72183046,2020-10-16T12:18:05.080Z,earthquake,0.58,0.889999986,1.03999996,12,automatic,hv,hv
2020-10-16T12:13:41.520Z,35.7428333,-117.5458333,2.55,1.28,ml,15,137,0.08401,0.19,ci,ci39665056,2020-10-16T14:33:27.190Z,earthquake,0.39,0.71,0.142,17,reviewed,ci,ci
2020-10-16T12:11:51.058Z,61.5007,-146.6339,25.3,1.8,ml,,,,0.76,ak,ak020dbt29v1,2020-10-16T12:22:38.372Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T12:11:39.120Z,37.6483333,-118.9065,2.34,0.12,md,18,63,0.006555,0.08,nc,nc73471441,2020-10-16T16:12:05.226Z,earthquake,0.31,0.38,0.142,15,reviewed,nc,nc
2020-10-16T12:06:08.551Z,-62.3681,-58.5066,10,4.9,mb,,106,0.15,0.7,us,us6000c8ri,2020-10-16T12:29:58.040Z,earthquake,5.6,1.9,0.119,22,reviewed,us,us
2020-10-16T12:05:56.435Z,39.5378,-119.8088,6.7,-0.3,ml,3,301.75,0.046,0.0652,nn,nn00779065,2020-10-17T02:27:33.295Z,earthquake,,2.8,0.16,2,reviewed,nn,nn
2020-10-16T12:05:02.810Z,38.1697,-117.9502,6.9,0.8,ml,15,114.35,0.033,0.16,nn,nn00778963,2020-10-16T12:17:27.150Z,earthquake,,0.8,,,automatic,nn,nn
2020-10-16T11:56:57.936Z,62.0878,-153.3041,0,1.5,ml,,,,0.78,ak,ak020dbsqjez,2020-10-16T12:00:45.988Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T11:52:30.830Z,61.5452,-149.959,59,1.1,ml,,,,0.59,ak,ak020dbspmh7,2020-10-16T11:56:05.475Z,earthquake,,0.6,,,automatic,ak,ak
2020-10-16T11:52:27.930Z,44.3065,-115.1776667,9.35,1.75,ml,8,88,0.269,0.23,mb,mb80470449,2020-10-16T14:28:33.440Z,earthquake,0.7,1.85,0.225,8,reviewed,mb,mb
2020-10-16T11:51:49.500Z,17.9666,-67.0113,11,1.67,md,7,190,0.033,0.12,pr,pr2020290009,2020-10-16T12:03:49.349Z,earthquake,0.65,0.91,0.44,6,reviewed,pr,pr
2020-10-16T11:47:36.340Z,34.2016667,-116.8321667,5.35,0.67,ml,20,51,0.0951,0.15,ci,ci39665040,2020-10-16T17:55:10.223Z,earthquake,0.23,0.96,0.147,10,reviewed,ci,ci
2020-10-16T11:30:00.250Z,33.59,-116.8056667,6.46,0.82,ml,40,57,0.03489,0.12,ci,ci39665032,2020-10-16T14:34:58.020Z,earthquake,0.16,0.33,0.108,27,reviewed,ci,ci
2020-10-16T11:27:46.910Z,19.17683411,-155.4831696,34.65000153,2.4000001,md,48,85,,0.109999999,hv,hv72182986,2020-10-16T11:30:56.930Z,earthquake,0.62,0.970000029,1.84000003,22,automatic,hv,hv
2020-10-16T11:24:06.950Z,35.8498333,-117.6746667,4.65,1.26,ml,30,48,0.07133,0.15,ci,ci39665016,2020-10-16T18:58:48.877Z,earthquake,0.15,0.33,0.175,18,reviewed,ci,ci
2020-10-16T11:20:57.340Z,38.12,-118.0077,10.1,1,ml,12,100.97,0.012,0.05,nn,nn00778959,2020-10-16T11:30:46.003Z,earthquake,,3.2,,,automatic,nn,nn
2020-10-16T11:20:52.756Z,42.5011,-126.2713,10,2.6,ml,,262,1.674,0.67,us,us6000c8re,2020-10-17T11:54:49.040Z,earthquake,8.7,2,0.05,52,reviewed,us,us
2020-10-16T11:18:07.620Z,19.16716576,-155.5026703,33.04000092,1.96000004,md,43,113,,0.159999996,hv,hv72182971,2020-10-16T11:21:19.780Z,earthquake,0.65,1.07000005,0.589999974,7,automatic,hv,hv
2020-10-16T11:09:33.320Z,38.1473,-117.977,12.9,1.8,ml,19,76.6,0.038,0.11,nn,nn00778956,2020-10-16T11:22:28.623Z,earthquake,,0.4,,,automatic,nn,nn
2020-10-16T11:08:30.470Z,33.5965,-116.8065,5.96,0.04,ml,27,71,0.0355,0.1,ci,ci39665008,2020-10-16T18:52:14.750Z,earthquake,0.15,0.36,0.165,13,reviewed,ci,ci
2020-10-16T11:05:07.390Z,38.1533,-117.932,15.1,1.4,ml,21,75.04,0.016,0.09,nn,nn00778952,2020-10-16T11:10:47.583Z,earthquake,,0.5,,,automatic,nn,nn
2020-10-16T11:01:35.074Z,67.1126,-146.9347,12.1,1.4,ml,,,,0.36,ak,ak020dbsepa3,2020-10-16T11:05:50.691Z,earthquake,,0.3,,,automatic,ak,ak
2020-10-16T11:01:05.080Z,58.163,-155.3755,1.48,-0.92,ml,7,85,,0.03,av,av91009798,2020-10-16T23:47:46.990Z,earthquake,0.26,1.43,0.054518732,7,reviewed,av,av
2020-10-16T10:59:37.420Z,44.3251667,-115.185,9.92,1.9,ml,8,69,0.279,0.23,mb,mb80470434,2020-10-16T22:19:52.570Z,earthquake,0.69,1.54,0.147,8,reviewed,mb,mb
2020-10-16T10:57:41.540Z,17.9456,-66.98,11,2.48,md,15,218,0.0685,0.15,pr,pr2020290008,2020-10-16T19:00:09.684Z,earthquake,0.6,0.41,0.26,9,reviewed,pr,pr
2020-10-16T10:39:14.609Z,69.4754,-144.4259,2.7,3.3,ml,,,,0.62,ak,ak020dbs1dxl,2020-10-16T20:33:43.956Z,earthquake,,0.5,,,reviewed,ak,ak
2020-10-16T10:36:12.022Z,63.2383,-145.2665,0,1.4,ml,,,,1.27,ak,ak020dbs0pyv,2020-10-16T10:41:07.853Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T10:33:15.043Z,63.3526,-145.1315,13.7,1.2,ml,,,,0.48,ak,ak020dbs031j,2020-10-16T10:36:07.019Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T10:30:41.795Z,61.4152,-151.3847,74.3,2.5,ml,,,,0.48,ak,ak020dbrzhyh,2020-10-16T10:37:47.297Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T10:28:23.204Z,61.3649,-147.4125,2.4,1.5,ml,,,,0.89,ak,ak020dbrz0yd,2020-10-16T20:22:32.783Z,ice quake,,0.4,,,automatic,ak,ak
2020-10-16T10:20:30.610Z,44.3051667,-115.2033333,10.59,2.41,ml,11,69,0.256,0.33,mb,mb80470424,2020-10-16T14:20:21.160Z,earthquake,0.79,1.4,0.188,10,reviewed,mb,mb
2020-10-16T10:16:26.190Z,44.2968333,-115.1355,8.33,1.75,ml,9,66,0.285,0.21,mb,mb80470419,2020-10-16T14:34:49.880Z,earthquake,0.57,2.13,0.182,7,reviewed,mb,mb
2020-10-16T10:14:39.210Z,38.8086662,-122.8209991,2.39,0.92,md,19,62,0.006393,0.02,nc,nc73471421,2020-10-16T10:41:04.079Z,earthquake,0.23,0.46,0.07,3,automatic,nc,nc
2020-10-16T10:10:53.325Z,36.6356,71.2304,222.2,4.9,mww,,56,2.747,0.93,us,us6000c8qv,2020-10-16T10:29:19.040Z,earthquake,6.6,6.2,0.093,11,reviewed,us,us
2020-10-16T10:08:10.980Z,62.8194,-151.1111,103.6,1.3,ml,,,,0.46,ak,ak020dbrupu9,2020-10-16T10:12:54.115Z,earthquake,,0.7,,,automatic,ak,ak
2020-10-16T10:05:11.290Z,38.159,-117.8977,13.5,1.7,ml,23,67.54,0.025,0.1,nn,nn00778947,2020-10-16T10:09:48.390Z,earthquake,,0.4,,,automatic,nn,nn
2020-10-16T10:04:40.100Z,38.5588341,-122.4708328,-0.3,1.5,md,9,129,0.08953,0.07,nc,nc73471416,2020-10-16T11:42:04.453Z,earthquake,0.4,2.34,0.11,7,automatic,nc,nc
2020-10-16T09:59:09.870Z,38.8396683,-122.7753296,1.2,0.74,md,7,168,0.003046,0.02,nc,nc73471406,2020-10-16T10:00:44.176Z,earthquake,0.69,0.94,,1,automatic,nc,nc
2020-10-16T09:54:28.950Z,38.8361664,-122.7748337,0.97,2.08,md,32,48,0.006541,0.04,nc,nc73471396,2020-10-16T10:50:05.146Z,earthquake,0.19,0.25,0.16,9,automatic,nc,nc
2020-10-16T09:52:51.354Z,63.1184,-151.4527,0,1.2,ml,,,,0.55,ak,ak020dbrisun,2020-10-16T09:56:32.389Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T09:49:53.145Z,62.8815,-150.085,75.3,1.4,ml,,,,0.93,ak,ak020dbri5ua,2020-10-16T09:53:21.986Z,earthquake,,1.2,,,automatic,ak,ak
2020-10-16T09:42:35.051Z,60.2742,-151.8069,70.1,1.4,ml,,,,0.54,ak,ak020dbrgmfp,2020-10-16T09:48:11.395Z,earthquake,,0.6,,,automatic,ak,ak
2020-10-16T09:38:42.350Z,37.715,-89.703,2.49,1.77,md,25,157,0.3559,0.19,nm,nm60115323,2020-10-16T12:32:47.060Z,earthquake,0.4,5.09,0.088,19,reviewed,nm,nm
2020-10-16T09:33:04.250Z,37.6139984,-121.6666641,6.57,1.34,md,7,215,0.07217,0.05,nc,nc73471386,2020-10-16T10:08:04.876Z,earthquake,0.89,2.09,0.01,5,automatic,nc,nc
2020-10-16T09:32:49.644Z,61.7896,-150.8253,58.4,1.4,ml,,,,0.58,ak,ak020dbreide,2020-10-16T09:43:50.647Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T09:31:38.149Z,34.9455,-97.6965,9.5,1.25,ml,59,42,0.085483225,0.32,ok,ok2020uitg,2020-10-16T12:25:56.360Z,earthquake,,1.3,0.24,23,reviewed,ok,ok
2020-10-16T09:31:12.445Z,59.8762,-153.2683,109.3,1.8,ml,,,,0.73,ak,ak020dbre7sz,2020-10-16T09:36:39.762Z,earthquake,,1,,,automatic,ak,ak
2020-10-16T09:27:35.810Z,61.4649,-149.9479,32,1.6,ml,,,,0.81,ak,ak020dbrder1,2020-10-16T09:30:18.893Z,earthquake,,0.1,,,automatic,ak,ak
2020-10-16T09:19:52.131Z,61.9417,-150.46,56.5,1.4,ml,,,,0.5,ak,ak020dbrbq9y,2020-10-16T09:24:38.282Z,earthquake,,0.6,,,automatic,ak,ak
2020-10-16T09:14:01.040Z,38.1605,-117.9833,2.3,0.9,ml,13,114.81,0.023,0.11,nn,nn00778945,2020-10-16T10:06:06.623Z,earthquake,,2.8,,,automatic,nn,nn
2020-10-16T09:12:27.094Z,63.8109,-148.699,24.8,1.5,ml,,,,1.13,ak,ak020dbra6c5,2020-10-16T09:15:47.213Z,earthquake,,0.7,,,automatic,ak,ak
2020-10-16T09:06:26.480Z,38.1025,-118.7807,6,1.4,ml,18,108.4,0.274,0.1,nn,nn00778942,2020-10-16T09:15:06.354Z,earthquake,,11.9,,,automatic,nn,nn
2020-10-16T09:00:24.890Z,35.7791667,-117.6038333,4.33,2.1,ml,49,32,0.03686,0.15,ci,ci39665000,2020-10-16T18:41:16.780Z,earthquake,0.11,0.27,0.201,23,reviewed,ci,ci
2020-10-16T08:59:35.010Z,46.72016667,-121.9033333,4.47,0.96,ml,18,140,0.03319,0.11,uw,uw61683382,2020-10-16T18:35:12.050Z,earthquake,0.31,0.86,0.242423525,10,reviewed,uw,uw
2020-10-16T08:58:11.084Z,61.9647,-148.4805,19.4,2.3,ml,,,,0.64,ak,ak020dbqykg1,2020-10-16T09:04:05.983Z,earthquake,,0.4,,,automatic,ak,ak
2020-10-16T08:57:19.930Z,38.1622,-117.987,8.7,1.2,ml,11,138.85,0.019,0.01,nn,nn00778938,2020-10-16T09:01:25.568Z,earthquake,,1.7,,,automatic,nn,nn
2020-10-16T08:55:16.030Z,38.5858333,-112.5598333,-0.24,0.91,md,7,149,0.09137,0.06,uu,uu60414667,2020-10-16T19:01:29.500Z,earthquake,1.38,0.83,0.169,5,reviewed,uu,uu
2020-10-16T08:54:44.800Z,35.8055,-117.644,8.3,1.27,ml,16,73,0.03914,0.22,ci,ci39664992,2020-10-16T14:34:16.894Z,earthquake,0.39,0.93,0.118,16,reviewed,ci,ci
2020-10-16T08:54:33.893Z,61.0664,-151.2073,63.2,0.9,ml,,,,0.45,ak,ak020dbqxrbx,2020-10-16T08:57:35.107Z,earthquake,,1.1,,,automatic,ak,ak
2020-10-16T08:47:49.590Z,35.7833333,-117.5958333,6.11,1.12,ml,14,144,0.03237,0.18,ci,ci39664984,2020-10-16T14:34:17.895Z,earthquake,0.37,0.75,0.148,13,reviewed,ci,ci
2020-10-16T08:44:31.675Z,-7.6239,128.5857,112.14,4.2,mb,,80,2.711,0.7,us,us6000c8qf,2020-10-16T09:03:24.040Z,earthquake,5.9,13,0.187,8,reviewed,us,us
2020-10-16T08:36:45.010Z,17.8893,-66.942,9,2.54,md,21,236,0.1063,0.15,pr,pr2020290006,2020-10-16T08:59:39.243Z,earthquake,0.61,0.78,0.18,9,reviewed,pr,pr
2020-10-16T08:34:19.320Z,58.41733333,-154.759,6.77,-0.41,ml,5,159,,0.14,av,av91009783,2020-10-16T23:21:07.370Z,earthquake,1,0.71,0.263347427,5,reviewed,av,av
2020-10-16T08:29:20.320Z,44.3011667,-115.0951667,9.68,1.87,ml,10,66,0.31,0.23,mb,mb80470404,2020-10-16T14:41:04.640Z,earthquake,0.61,1.17,0.102,7,reviewed,mb,mb
2020-10-16T08:27:17.360Z,38.1457,-117.9045,7.4,0.9,ml,10,72.85,0.021,0.03,nn,nn00778935,2020-10-16T08:59:05.887Z,earthquake,,1.1,,,automatic,nn,nn
2020-10-16T08:26:43.920Z,17.9283,-66.9305,13,2.71,md,18,204,0.0694,0.12,pr,pr2020290007,2020-10-16T09:26:21.459Z,earthquake,0.64,0.3,0.23,13,reviewed,pr,pr
2020-10-16T08:25:41.600Z,19.3781662,-155.2330017,0.649999976,1.72,ml,33,89,,0.170000002,hv,hv72182826,2020-10-16T08:31:16.030Z,earthquake,0.21,0.25,0.32,9,automatic,hv,hv
2020-10-16T08:22:44.120Z,38.17,-112.3271667,6.03,1.6,ml,10,150,0.4488,0.21,uu,uu60414662,2020-10-16T15:23:26.800Z,earthquake,0.55,12.27,0.068,2,reviewed,uu,uu
2020-10-16T08:13:31.237Z,29.612,67.5585,18.93,4.3,mb,,134,5.073,0.33,us,us6000c8q9,2020-10-16T08:53:09.040Z,earthquake,10.5,4.7,0.147,13,reviewed,us,us
2020-10-16T08:12:46.500Z,19.23600006,-155.383667,31.05999947,1.90999997,md,40,150,,0.129999995,hv,hv72182816,2020-10-16T08:15:59.550Z,earthquake,0.66,0.879999995,1.90999997,4,automatic,hv,hv
2020-10-16T08:00:24.680Z,41.4468333,-112.31,1.09,0.86,md,9,160,0.09264,0.08,uu,uu60414657,2020-10-16T15:21:21.100Z,earthquake,1.03,5.85,0.189,7,reviewed,uu,uu
2020-10-16T07:53:59.690Z,38.8406677,-122.8270035,1.77,1.63,md,10,117,0.006943,0.02,nc,nc73471366,2020-10-16T08:59:04.645Z,earthquake,0.56,1.19,,1,automatic,nc,nc
