time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-17T06:09:41.630Z,38.8088341,-122.7368317,1.99,1.13,md,19,124,0.01967,0.04,nc,nc73471756,2020-10-17T07:19:05.027Z,earthquake,0.31,0.59,0.23,3,automatic,nc,nc
2020-10-17T06:09:31.960Z,38.15,-117.9968,6.7,0.7,ml,13,140.02,0.034,0.08,nn,nn00779081,2020-10-17T06:45:26.463Z,earthquake,,0.9,,,automatic,nn,nn
2020-10-17T05:58:26.920Z,35.793,-117.6071667,7.86,0.49,ml,6,258,0.02401,0.04,ci,ci39665832,2020-10-17T16:29:53.733Z,earthquake,0.53,0.51,0.117,6,reviewed,ci,ci
2020-10-17T05:58:20.262Z,61.7185,-150.0056,44.6,1.1,ml,,,,0.65,ak,ak020ddcpmtr,2020-10-17T06:00:53.586Z,earthquake,,0.9,,,automatic,ak,ak
2020-10-17T05:38:56.170Z,33.4925,-116.3968333,9.56,0.84,ml,28,126,0.1287,0.2,ci,ci39665824,2020-10-17T05:42:43.181Z,earthquake,0.4,0.89,0.19,22,automatic,ci,ci
2020-10-17T05:38:25.540Z,36.4463348,-121.4643326,7.91,1.64,md,10,98,0.0686,0.07,nc,nc73471746,2020-10-17T06:27:07.692Z,earthquake,0.33,1.4,0.09,9,automatic,nc,nc
2020-10-17T05:29:30.690Z,38.1968,-117.736,12.8,1.6,ml,20,122.91,0.028,0.07,nn,nn00779077,2020-10-17T05:35:48.246Z,earthquake,,1.1,,,automatic,nn,nn
2020-10-17T05:26:49.058Z,59.7644,-139.4295,0.7,2.1,ml,,,,1.21,ak,ak020ddciubw,2020-10-17T05:40:11.447Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-17T05:22:45.910Z,38.1613,-117.9307,12.8,1.1,ml,12,72.41,0.021,0.14,nn,nn00779076,2020-10-17T05:30:06.569Z,earthquake,,1.3,,,automatic,nn,nn
2020-10-17T05:19:09.847Z,-19.5111,-173.2166,10,4.9,mb,,131,17.679,0.34,us,us6000c8x9,2020-10-17T06:06:40.040Z,earthquake,9.9,1.9,0.102,30,reviewed,us,us
2020-10-17T05:17:02.590Z,44.3008333,-115.1511667,10.31,2.95,ml,20,67,0.279,0.23,mb,mb80470674,2020-10-17T14:18:37.840Z,earthquake,0.41,0.97,0.203,19,reviewed,mb,mb
2020-10-17T05:04:10.440Z,44.354,-115.2025,10.16,2.82,ml,11,74,0.294,0.27,mb,mb80470669,2020-10-17T14:30:29.060Z,earthquake,0.61,1.27,0.137,15,reviewed,mb,mb
2020-10-17T04:49:44.010Z,38.1665,-118.0658,0.1,0.7,ml,11,206.46,0.055,0.16,nn,nn00779075,2020-10-17T05:23:45.834Z,earthquake,,15.2,,,automatic,nn,nn
2020-10-17T04:48:04.915Z,45.366,150.0054,60,5.2,mb,,118,5.279,0.85,us,us6000c8x1,2020-10-17T05:07:08.040Z,earthquake,9.3,6.6,0.022,652,reviewed,us,us
2020-10-17T04:46:24.908Z,-16.4818,-73.5168,45.23,4.7,mb,,148,3.708,0.81,us,us6000c8x0,2020-10-17T05:25:11.244Z,earthquake,11.2,8.7,0.064,75,reviewed,us,us
2020-10-17T04:44:43.200Z,37.6313333,-119.049,-0.2,0.17,md,8,130,0.01956,0.03,nc,nc73471731,2020-10-17T16:23:04.544Z,earthquake,0.25,0.65,0.163,7,reviewed,nc,nc
2020-10-17T04:42:09.546Z,66.3065,-157.4568,0,1.8,ml,,,,1.16,ak,ak020ddc0qyc,2020-10-17T04:45:25.849Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-17T04:32:06.090Z,73.8472,8.5877,10,4.6,mb,,85,4.738,1.29,us,us6000c8wy,2020-10-17T04:51:45.040Z,earthquake,5.7,1.9,0.151,14,reviewed,us,us
2020-10-17T04:29:55.888Z,61.5035,-151.9228,15.5,0.8,ml,,,,0.42,ak,ak020ddby278,2020-10-17T04:34:44.675Z,earthquake,,0.1,,,automatic,ak,ak
2020-10-17T04:20:19.000Z,35.8805,-117.7121667,6.67,0.55,ml,9,66,0.08359,0.06,ci,ci39665816,2020-10-17T16:30:12.667Z,earthquake,0.2,0.73,0.108,5,reviewed,ci,ci
2020-10-17T04:09:50.320Z,18.0053,-66.7978,14,2.31,md,22,147,0.0868,0.14,pr,pr2020291002,2020-10-17T04:32:24.869Z,earthquake,0.44,0.32,0.18,9,reviewed,pr,pr
2020-10-17T03:53:04.947Z,-22.5281,-70.4256,21.86,4.3,mb,,140,0.383,1.01,us,us6000c8wr,2020-10-17T04:29:45.040Z,earthquake,4.4,8.5,0.267,5,reviewed,us,us
2020-10-17T03:29:47.390Z,17.9623,-66.7378,15,2.03,md,13,196,0.142,0.11,pr,pr2020291001,2020-10-17T04:20:10.645Z,earthquake,0.57,0.49,0.15,5,reviewed,pr,pr
2020-10-17T03:28:31.190Z,38.1612,-117.8778,10.9,0.6,ml,10,115.06,0.018,0.05,nn,nn00779073,2020-10-17T04:51:45.809Z,earthquake,,2.6,,,automatic,nn,nn
2020-10-17T03:21:56.690Z,35.9151667,-117.6903333,4.66,0.78,ml,8,90,0.04603,0.07,ci,ci39665800,2020-10-17T03:25:46.904Z,earthquake,0.29,0.66,0.179,9,automatic,ci,ci
2020-10-17T03:15:31.420Z,37.6361667,-118.9253333,4.28,0.06,md,9,75,0.02047,0.01,nc,nc73471726,2020-10-17T15:56:04.391Z,earthquake,0.47,1.04,0.281,7,reviewed,nc,nc
2020-10-17T03:10:24.130Z,38.8393326,-122.8241653,2.14,1.3,md,25,66,0.008873,0.02,nc,nc73471721,2020-10-17T04:54:04.100Z,earthquake,0.2,0.36,0.15,5,automatic,nc,nc
2020-10-17T03:08:20.030Z,19.46033287,-155.5991669,-2.359999895,2.38,ml,37,62,,0.270000011,hv,hv72184001,2020-10-17T03:13:53.740Z,earthquake,0.36,0.349999994,0.62,8,automatic,hv,hv
2020-10-17T02:59:04.090Z,44.3591667,-115.2158333,14.81,2.89,ml,14,77,0.293,0.2,mb,mb80470649,2020-10-17T14:37:17.470Z,earthquake,0.4,1.01,0.201,15,reviewed,mb,mb
2020-10-17T02:53:52.060Z,38.8351669,-122.8095016,2.15,1.39,md,29,36,0.01176,0.02,nc,nc73471711,2020-10-17T04:29:04.939Z,earthquake,0.19,0.33,0.09,9,automatic,nc,nc
2020-10-17T02:45:20.080Z,35.8008333,-117.6195,6.47,1.18,ml,20,92,0.02325,0.18,ci,ci39665776,2020-10-17T16:30:32.445Z,earthquake,0.39,0.65,0.186,14,reviewed,ci,ci
2020-10-17T02:37:33.247Z,-6.0364,130.4384,143.33,4.6,mb,,72,2.113,0.79,us,us6000c8wk,2020-10-17T02:51:53.040Z,earthquake,9.3,8.4,0.12,21,reviewed,us,us
2020-10-17T02:35:04.400Z,19.15633392,-155.4798279,31.55999947,2.11999989,md,35,133,,0.150000006,hv,hv72183926,2020-10-17T02:38:08.230Z,earthquake,0.82,1.08000004,0.430000007,17,automatic,hv,hv
2020-10-17T02:27:48.480Z,33.0478333,-116.3848333,3.55,0.66,ml,19,106,0.1155,0.18,ci,ci39665768,2020-10-17T16:31:05.007Z,earthquake,0.37,1.32,0.047,8,reviewed,ci,ci
2020-10-17T02:27:41.096Z,61.3887,-150.0719,33.5,1.6,ml,,,,0.87,ak,ak020ddaqqef,2020-10-17T02:32:22.619Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-17T02:23:31.650Z,38.2157,-117.8415,0.7,1.5,ml,14,86.32,0.038,0.3,nn,nn00779070,2020-10-17T03:13:26.686Z,earthquake,,11.2,,,automatic,nn,nn
2020-10-17T02:21:41.690Z,18.0311,-66.7996,16,2.66,md,22,112,0.0973,0.13,pr,pr2020291000,2020-10-17T03:29:36.807Z,earthquake,0.34,0.45,0.24,14,reviewed,pr,pr
2020-10-17T02:19:25.130Z,19.36450005,-155.420166,9.529999733,1.95000005,md,41,56,,0.119999997,hv,hv72183921,2020-10-17T02:22:34.440Z,earthquake,0.37,0.899999976,0.5,29,automatic,hv,hv
2020-10-17T02:04:34.954Z,55.9757,-149.8441,10,3,ml,,234,2.277,1.05,us,us6000c8wl,2020-10-17T10:07:12.014Z,earthquake,8.6,2,0.064,32,reviewed,us,us
2020-10-17T01:59:41.820Z,35.8746667,-117.6783333,4.54,0.52,ml,9,86,0.07652,0.15,ci,ci39665752,2020-10-17T02:03:15.331Z,earthquake,0.42,1.11,0.134,7,automatic,ci,ci
2020-10-17T01:54:30.710Z,19.34133339,-155.1985016,-0.460000008,1.95,ml,46,84,,0.150000006,hv,hv72183881,2020-10-17T01:59:58.700Z,earthquake,0.3,0.25,0.28,10,automatic,hv,hv
2020-10-17T01:24:55.370Z,38.7783,-119.5493,6,1.4,ml,11,101.46,0.287,0.12,nn,nn00779061,2020-10-17T01:28:25.026Z,earthquake,,12.8,,,automatic,nn,nn
2020-10-17T01:23:26.608Z,63.3466,-145.0859,5,0.7,ml,,,,0.48,ak,ak020dda49mc,2020-10-17T01:52:28.550Z,earthquake,,0,,,reviewed,ak,ak
2020-10-17T01:16:35.841Z,36.5147,71.0067,164.96,4.4,mb,,63,2.538,0.99,us,us6000c8w9,2020-10-17T01:36:19.040Z,earthquake,8,7.6,0.097,31,reviewed,us,us
2020-10-17T01:14:25.960Z,50.6299,178.4306,35,3.2,ml,,294,0.928,0.63,us,us6000c8wb,2020-10-17T09:17:03.300Z,earthquake,7.5,2,0.115,10,reviewed,us,us
2020-10-17T01:01:13.362Z,60.5879,-143.8856,19.9,1.4,ml,,,,0.75,ak,ak020dd9zo20,2020-10-17T01:06:33.932Z,earthquake,,0.9,,,automatic,ak,ak
2020-10-17T00:58:30.600Z,39.5053329,-123.3508301,6.59,1.59,md,8,167,0.03775,0.13,nc,nc73471696,2020-10-17T02:22:07.144Z,earthquake,1.38,1.21,0.11,4,automatic,nc,nc
2020-10-17T00:52:44.143Z,62.6916,-151.5097,2.9,1.5,ml,,,,0.66,ak,ak020dd9p8cf,2020-10-17T01:04:53.408Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-17T00:50:42.470Z,38.1457,-117.9565,12.2,0.8,ml,10,121.71,0.016,0.04,nn,nn00779055,2020-10-17T00:54:44.423Z,earthquake,,5.2,,,automatic,nn,nn
2020-10-17T00:44:56.240Z,37.5441667,-118.8343333,4.1,1.15,md,22,171,0.04597,0.04,nc,nc73471691,2020-10-17T03:12:04.459Z,earthquake,0.36,0.71,0.174,16,reviewed,nc,nc
2020-10-17T00:36:01.135Z,-3.3122,100.2844,10,5.1,mww,,53,2.861,0.85,us,us6000c8w6,2020-10-17T00:55:15.040Z,earthquake,6.8,1.8,0.098,10,reviewed,us,us
2020-10-17T00:22:31.790Z,35.8611667,-117.6751667,7.35,1.07,ml,19,87,0.07769,0.12,ci,ci39665704,2020-10-17T00:33:15.890Z,earthquake,0.24,0.66,0.165,14,automatic,ci,ci
2020-10-17T00:20:50.910Z,38.8079987,-122.7991638,1.2,0.24,md,15,41,0.003017,0.03,nc,nc73471686,2020-10-17T00:53:04.574Z,earthquake,0.24,0.47,0.2,2,automatic,nc,nc
2020-10-17T00:14:43.365Z,61.1508,-148.2682,5,1.6,ml,,,,1.07,ak,ak020dd9h32o,2020-10-17T01:06:33.815Z,ice quake,,0.4,,,automatic,ak,ak
2020-10-17T00:09:10.900Z,38.7955017,-122.8294983,-0.8,0.85,md,8,182,0.02528,0.15,nc,nc73471681,2020-10-17T00:43:04.518Z,earthquake,1.49,4.11,0.06,2,automatic,nc,nc
2020-10-17T00:08:53.510Z,38.8033333,-122.8216629,2.46,0.82,md,16,75,0.008064,0.03,nc,nc73471676,2020-10-17T01:31:05.836Z,earthquake,0.33,0.67,0.1,2,automatic,nc,nc
2020-10-17T00:02:02.580Z,19.48466682,-155.5874939,-1.379999995,2.19000006,md,12,113,,0.150000006,hv,hv72183736,2020-10-17T00:25:02.880Z,earthquake,0.59,0.25,2.18000007,6,automatic,hv,hv
2020-10-17T00:00:29.348Z,54.6186,-163.3387,7.8,2.2,ml,,,,0.71,ak,ak020dd9e2lz,2020-10-17T01:04:53.218Z,earthquake,,0.4,,,reviewed,ak,ak
2020-10-16T23:57:46.690Z,33.6046667,-116.8048333,5.85,0.43,ml,19,88,0.03572,0.16,ci,ci39665672,2020-10-17T00:41:59.839Z,earthquake,0.31,0.64,0.21,7,reviewed,ci,ci
2020-10-16T23:47:33.577Z,60.2262,-150.8192,41,1.7,ml,,,,0.66,ak,ak020dbztrcs,2020-10-17T00:01:06.363Z,earthquake,,2.6,,,automatic,ak,ak
2020-10-16T23:46:34.540Z,38.8011665,-122.817337,2.91,0.55,md,13,103,0.01203,0.02,nc,nc73471671,2020-10-17T00:22:04.411Z,earthquake,0.36,0.81,,1,automatic,nc,nc
2020-10-16T23:43:45.580Z,33.0386667,-115.5616667,9.39,1.3,ml,13,67,0.01701,0.35,ci,ci39665656,2020-10-16T23:47:32.662Z,earthquake,0.65,1.23,0.181,20,automatic,ci,ci
2020-10-16T23:36:07.140Z,38.8031654,-122.8164978,2.24,1.48,md,33,62,0.01143,0.04,nc,nc73471656,2020-10-17T00:36:05.487Z,earthquake,0.2,0.33,0.07,8,automatic,nc,nc
2020-10-16T23:17:40.383Z,62.0429,-148.3355,19.8,2.5,ml,,,,0.78,ak,ak020dbznce8,2020-10-17T00:30:19.040Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T23:09:28.979Z,64.9773,-147.361,3,2,ml,,,,0.33,ak,ak020dbzllsx,2020-10-16T23:50:15.034Z,explosion,,0.3,,,automatic,ak,ak
2020-10-16T23:04:47.530Z,19.21516609,-155.3648376,33.66999817,2.01999998,md,48,159,,0.129999995,hv,hv72183651,2020-10-16T23:08:07.180Z,earthquake,0.6,0.879999995,1.75,34,automatic,hv,hv
2020-10-16T22:55:37.062Z,60.0111,-152.7166,93,1.1,ml,,,,0.56,ak,ak020dbza1rc,2020-10-16T22:59:09.414Z,earthquake,,0.5,,,automatic,ak,ak
2020-10-16T22:55:21.840Z,44.31,-115.172,5.88,1.76,ml,8,107,0.274,0.24,mb,mb80470579,2020-10-16T23:38:35.770Z,earthquake,0.61,2.17,0.171,8,reviewed,mb,mb
2020-10-16T22:40:48.630Z,38.3432,-118.2022,16.1,1.5,ml,15,149.41,0.222,0.06,nn,nn00779045,2020-10-16T22:52:49.552Z,earthquake,,1,,,automatic,nn,nn
2020-10-16T22:28:07.310Z,35.9342,-115.112,7.4,2,ml,13,231.62,0.573,0.3,nn,nn00779044,2020-10-17T03:09:16.309Z,earthquake,,1.5,,,automatic,nn,nn
2020-10-16T22:27:18.453Z,63.9775,-149.0031,3,2.8,ml,,,,0.8,ak,ak020dbz407i,2020-10-16T23:57:10.494Z,earthquake,,0.2,,,reviewed,ak,ak
2020-10-16T22:11:03.152Z,63.2117,-150.8997,140.2,1.8,ml,,,,0.49,ak,ak020dbz0jvp,2020-10-16T22:14:34.302Z,earthquake,,1.2,,,automatic,ak,ak
2020-10-16T22:09:58.860Z,38.8411674,-122.8389969,1.56,0.57,md,10,100,0.003761,0.01,nc,nc73471646,2020-10-16T22:31:04.677Z,earthquake,0.39,0.73,,1,automatic,nc,nc
2020-10-16T22:09:04.070Z,33.0486667,-115.5813333,5.71,1.69,ml,18,61,0.01039,0.23,ci,ci39665624,2020-10-16T22:20:03.810Z,earthquake,0.45,0.69,0.202,27,reviewed,ci,ci
2020-10-16T22:02:22.140Z,34.1971667,-117.3841667,10.8,0.94,ml,26,54,0.0166,0.17,ci,ci39665616,2020-10-16T22:30:09.543Z,earthquake,0.31,0.45,0.086,14,reviewed,ci,ci
2020-10-16T21:58:44.890Z,38.8030014,-122.8174973,3.09,0.55,md,8,127,0.01084,0.02,nc,nc73471636,2020-10-16T22:20:05.607Z,earthquake,0.67,1.36,,1,automatic,nc,nc
2020-10-16T21:55:11.640Z,35.9753333,-117.3968333,2.74,0.88,ml,17,160,0.1113,0.1,ci,ci39665600,2020-10-16T22:54:48.345Z,earthquake,0.26,0.8,0.097,8,reviewed,ci,ci
2020-10-16T21:52:31.760Z,38.1383,-118.0105,7.1,0.8,ml,14,167.45,0.04,0.12,nn,nn00779037,2020-10-16T21:57:50.899Z,earthquake,,1.3,,,automatic,nn,nn
2020-10-16T21:30:54.002Z,-62.3557,-58.0966,10,4.7,mb,,69,0.29,0.86,us,us6000c8vb,2020-10-16T21:45:07.040Z,earthquake,6.3,1.9,0.113,24,reviewed,us,us
2020-10-16T21:25:52.050Z,44.3218333,-115.1938333,7.05,1.57,ml,7,125,0.273,0.24,mb,mb80470539,2020-10-16T22:20:02.160Z,earthquake,0.61,2.47,0.215,6,reviewed,mb,mb
2020-10-16T21:23:28.180Z,35.6155,-117.4651667,9.61,1,ml,23,83,0.02904,0.12,ci,ci39665592,2020-10-16T22:50:17.348Z,earthquake,0.22,0.48,0.105,14,reviewed,ci,ci
2020-10-16T21:14:56.370Z,33.056,-115.5763333,10.62,1.22,ml,16,59,0.0183,0.22,ci,ci39665584,2020-10-16T22:38:57.234Z,earthquake,0.58,0.8,0.226,11,reviewed,ci,ci
2020-10-16T21:07:52.790Z,33.0551667,-114.9768333,-0.2,1.48,ml,12,63,0.08273,0.29,ci,ci39665576,2020-10-16T22:57:17.356Z,quarry blast,0.69,31.61,0.177,10,reviewed,ci,ci
2020-10-16T21:04:46.483Z,39.6655,-119.932,7,0.6,ml,4,117.53,0.062,0.0484,nn,nn00779048,2020-10-17T02:27:24.521Z,earthquake,,4.2,0.62,3,reviewed,nn,nn
2020-10-16T21:01:23.230Z,33.0563333,-115.5778333,11.5,1.48,ml,27,58,0.01835,0.21,ci,ci39665568,2020-10-16T22:22:14.141Z,earthquake,0.33,0.4,0.159,23,reviewed,ci,ci
2020-10-16T21:00:35.650Z,38.1763,-117.7905,18.9,0.6,ml,9,97.42,0.016,0.06,nn,nn00779034,2020-10-16T21:13:06.154Z,earthquake,,2.9,,,automatic,nn,nn
2020-10-16T20:59:17.940Z,38.8188324,-122.8180008,2.24,0.62,md,14,67,0.007688,0.02,nc,nc73471626,2020-10-16T21:00:53.934Z,earthquake,0.29,0.59,0.35,2,automatic,nc,nc
2020-10-16T20:57:01.090Z,33.0598333,-115.5753333,10.26,1.59,ml,25,58,0.02221,0.21,ci,ci39665560,2020-10-16T22:12:32.085Z,earthquake,0.44,0.58,0.112,12,reviewed,ci,ci
2020-10-16T20:56:29.740Z,33.0575,-115.5828333,10.66,2.25,ml,56,38,0.0192,0.25,ci,ci39665552,2020-10-16T21:51:20.430Z,earthquake,0.21,0.39,0.183,25,reviewed,ci,ci
2020-10-16T20:51:54.840Z,38.8003349,-122.8164978,2.61,0.61,md,18,79,0.01307,0.03,nc,nc73471621,2020-10-16T20:53:29.055Z,earthquake,0.27,0.62,0.36,2,automatic,nc,nc
2020-10-16T20:50:52.570Z,38.8016663,-122.8183365,2.84,2.34,md,47,42,0.01111,0.06,nc,nc73471616,2020-10-16T22:53:04.834Z,earthquake,0.17,0.25,0.11,27,automatic,nc,nc
2020-10-16T20:48:42.921Z,39.6764,-119.9284,4.8,0.7,ml,9,76.89,0.074,0.1013,nn,nn00779047,2020-10-17T02:27:23.219Z,earthquake,,2.7,0.4,4,reviewed,nn,nn
2020-10-16T20:40:51.470Z,38.1303,-117.953,14.9,1.6,ml,15,94.45,0.014,0.19,nn,nn00779032,2020-10-16T21:02:09.841Z,earthquake,,0.7,,,automatic,nn,nn
2020-10-16T20:36:35.138Z,39.6775,-119.9163,5.6,1.3,ml,23,75.52,0.078,0.1404,nn,nn00779028,2020-10-17T02:27:16.406Z,earthquake,,1.4,0.26,9,reviewed,nn,nn
2020-10-16T20:29:05.649Z,39.6764,-119.9258,6.4,2.4,ml,31,76.25,0.074,0.1783,nn,nn00779025,2020-10-17T05:18:20.593Z,earthquake,,1,0.25,10,reviewed,nn,nn
2020-10-16T20:28:32.780Z,36.40833333,-98.14683333,6.12,1.72,ml,80,93,0.080084285,0.19,ok,ok2020ujox,2020-10-16T21:03:27.239Z,earthquake,,0.4,0.1,6,reviewed,ok,ok
2020-10-16T20:24:16.700Z,36.1323333,-117.9061667,4.43,0.77,ml,18,60,0.04407,0.11,ci,ci39665544,2020-10-16T21:33:50.771Z,earthquake,0.22,0.32,0.378,7,reviewed,ci,ci
2020-10-16T20:22:50.100Z,38.1345,-117.8917,7.1,1.5,ml,15,95.88,0.026,0.15,nn,nn00779020,2020-10-16T20:28:49.700Z,earthquake,,1.1,,,automatic,nn,nn
2020-10-16T20:21:00.040Z,17.938,-66.914,13,2.33,md,9,219,0.0509,0.14,pr,pr2020290012,2020-10-16T20:35:42.484Z,earthquake,0.69,0.26,0.47,7,reviewed,pr,pr
2020-10-16T20:18:44.510Z,38.1697,-118.0038,2.3,0.8,ml,10,100.85,0.026,0.01,nn,nn00779018,2020-10-16T20:23:27.032Z,earthquake,,8.1,,,automatic,nn,nn
2020-10-16T20:17:35.367Z,39.6711,-119.9173,3.9,0.3,ml,5,150.13,0.072,0.0625,nn,nn00779043,2020-10-17T02:27:21.648Z,earthquake,,7.4,0.32,3,reviewed,nn,nn
2020-10-16T20:09:07.930Z,38.8288345,-122.7561646,0.29,1.02,md,10,128,0.01086,0.04,nc,nc73471601,2020-10-16T20:43:05.966Z,earthquake,0.36,0.54,0.12,2,automatic,nc,nc
2020-10-16T20:09:01.130Z,38.8274994,-122.7561646,0.25,1.24,md,9,132,0.01114,0.02,nc,nc73471596,2020-10-16T21:29:05.254Z,earthquake,0.35,0.75,0.43,3,automatic,nc,nc
2020-10-16T20:07:03.613Z,39.6742,-119.9258,5.7,0.6,ml,7,76.64,0.072,0.0942,nn,nn00779042,2020-10-17T02:27:20.371Z,earthquake,,4.4,0.34,5,reviewed,nn,nn
2020-10-16T20:06:27.817Z,13.6651,120.2743,63.07,5.4,mww,,27,3.868,0.89,us,us6000c8v2,2020-10-17T16:25:15.636Z,earthquake,6.9,4.7,0.066,22,reviewed,us,us
2020-10-16T20:03:39.767Z,60.2332,-141.0797,9.4,1,ml,,,,0.42,ak,ak020dbxs0na,2020-10-16T21:02:47.415Z,earthquake,,0.2,,,reviewed,ak,ak
2020-10-16T20:03:37.880Z,36.12716667,-97.58733333,6.76,1.74,ml,94,21,0,0.22,ok,ok2020ujoc,2020-10-16T20:19:32.148Z,earthquake,,0.4,0.24,43,reviewed,ok,ok
2020-10-16T19:52:23.170Z,37.6878,-115.2378,5,1.9,ml,14,184.55,0.634,0.33,nn,nn00779015,2020-10-16T20:05:49.623Z,earthquake,,9.2,,,automatic,nn,nn
2020-10-16T19:46:37.317Z,58.5265,-155.1645,132.9,1.6,ml,,,,0.34,ak,ak020dbxfu2o,2020-10-16T20:59:06.873Z,earthquake,,0.6,,,reviewed,ak,ak
2020-10-16T19:42:25.890Z,38.8071671,-122.8276672,2.22,0.61,md,8,76,0.002068,0.02,nc,nc73471591,2020-10-16T21:02:05.071Z,earthquake,0.51,1.27,0.36,2,automatic,nc,nc
2020-10-16T19:39:55.810Z,38.1615,-118.0075,2.3,1.5,ml,17,77.18,0.017,0.12,nn,nn00779010,2020-10-16T19:46:29.600Z,earthquake,,1.8,,,automatic,nn,nn
2020-10-16T19:38:11.434Z,62.2306,-147.8742,42.3,1.1,ml,,,,0.19,ak,ak020dbxe1sn,2020-10-16T19:42:08.336Z,earthquake,,1.1,,,automatic,ak,ak
2020-10-16T19:33:29.510Z,35.8605,-117.6738333,8.77,1.18,ml,29,41,0.07643,0.11,ci,ci39665504,2020-10-16T20:18:46.900Z,earthquake,0.14,0.34,0.177,16,reviewed,ci,ci
2020-10-16T19:13:23.710Z,38.18,-117.8833,9.9,0.7,ml,11,124.15,0.033,0.03,nn,nn00779006,2020-10-16T19:20:26.899Z,earthquake,,2.1,,,automatic,nn,nn
2020-10-16T19:12:07.950Z,37.6383333,-118.976,4.34,0.97,md,15,87,0.0248,0.04,nc,nc73471581,2020-10-16T21:35:13.627Z,earthquake,0.26,0.77,0.196,11,reviewed,nc,nc
2020-10-16T19:12:01.250Z,37.6385,-118.9756667,4.16,0.78,md,20,63,0.02073,0.05,nc,nc73471576,2020-10-16T21:26:11.834Z,earthquake,0.25,0.44,0.228,16,reviewed,nc,nc
2020-10-16T19:11:07.950Z,38.8411674,-122.8366699,1.57,1.67,md,30,97,0.002735,0.05,nc,nc73471566,2020-10-16T19:42:04.627Z,earthquake,0.18,0.3,0.19,10,automatic,nc,nc
2020-10-16T19:08:43.850Z,33.593,-116.809,5.69,0.16,ml,12,114,0.03748,0.08,ci,ci37303172,2020-10-16T20:31:40.320Z,earthquake,0.22,0.34,0.204,5,reviewed,ci,ci
2020-10-16T19:08:15.630Z,33.3405,-117.1443333,-0.31,0.64,ml,24,85,0.05692,0.28,ci,ci39665488,2020-10-16T20:08:23.645Z,quarry blast,0.54,31.61,0.11,11,reviewed,ci,ci
2020-10-16T19:05:00.222Z,-23.3246,179.1753,559.13,4.7,mb,,134,5.65,1,us,us6000c8uv,2020-10-16T19:21:16.040Z,earthquake,14.1,8.7,0.051,118,reviewed,us,us
2020-10-16T19:04:58.360Z,37.6433333,-118.9775,3.92,0.18,md,10,92,0.02972,0.04,nc,nc73471561,2020-10-16T20:50:05.794Z,earthquake,0.42,0.99,0.229,7,reviewed,nc,nc
2020-10-16T19:03:57.511Z,61.9697,-149.2347,1.7,1.9,ml,,,,0.84,ak,ak020dbx6naw,2020-10-16T19:10:25.135Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T18:34:14.880Z,17.9636,-66.8513,17,3.3,md,22,183,0.0302,0.19,pr,pr2020290011,2020-10-16T21:21:18.040Z,earthquake,0.6,0.38,0.18,19,reviewed,pr,pr
2020-10-16T18:31:44.407Z,61.2615,-150.5442,16.1,1.4,ml,,,,0.48,ak,ak020dbwr6q0,2020-10-16T18:46:52.427Z,earthquake,,0.2,,,automatic,ak,ak
2020-10-16T18:28:00.610Z,33.386,-116.3891667,4.83,2.27,ml,108,17,0.06192,0.19,ci,ci39665472,2020-10-16T20:55:26.370Z,earthquake,0.1,0.42,0.2,27,reviewed,ci,ci
2020-10-16T18:17:02.790Z,38.132,-118.1805,7.3,0.7,ml,8,140.83,0.114,0.04,nn,nn00779003,2020-10-16T18:22:25.179Z,earthquake,,8.7,,,automatic,nn,nn
2020-10-16T18:12:04.080Z,19.16250038,-155.4519958,30.95000076,2.06999993,md,42,168,,0.109999999,hv,hv72183431,2020-10-16T18:15:20.230Z,earthquake,0.6,0.899999976,1.80999994,10,automatic,hv,hv
2020-10-16T18:10:07.330Z,38.171,-118.0053,1.7,1.1,ml,13,100.97,0.027,0.07,nn,nn00779000,2020-10-16T18:19:07.276Z,earthquake,,1.2,,,automatic,nn,nn
2020-10-16T17:56:27.290Z,38.1028,-117.8892,10.9,1.1,ml,9,120.86,0.026,0.22,nn,nn00778997,2020-10-16T18:05:27.013Z,earthquake,,3.2,,,automatic,nn,nn
2020-10-16T17:55:44.030Z,38.8175011,-122.8216629,2.97,0.48,md,10,80,0.01043,0.02,nc,nc73471546,2020-10-16T18:56:05.300Z,earthquake,0.4,0.77,0.4,2,automatic,nc,nc
2020-10-16T17:37:39.880Z,33.6851667,-116.7093333,14.97,0.77,ml,29,76,0.02624,0.14,ci,ci39665400,2020-10-16T19:53:35.095Z,earthquake,0.2,0.3,0.133,22,reviewed,ci,ci
2020-10-16T17:33:46.900Z,32.9248333,-116.2941667,5.52,0.96,ml,36,83,0.03068,0.17,ci,ci39665392,2020-10-16T19:47:50.160Z,earthquake,0.19,0.46,0.131,14,reviewed,ci,ci
